"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|FI","23.04.2017 08:00 - 23.04.2017 09:00 (CET/CEST)","806","n/e","n/e","431","819","1","n/e","428","n/e","n/e","n/e","705","n/e","n/e","2660","70","45","n/e","19","n/e","57"
"BZN|FI","23.04.2017 09:00 - 23.04.2017 10:00 (CET/CEST)","797","n/e","n/e","433","821","1","n/e","407","n/e","n/e","n/e","797","n/e","n/e","2661","68","44","n/e","34","n/e","66"
"BZN|FI","23.04.2017 10:00 - 23.04.2017 11:00 (CET/CEST)","800","n/e","n/e","432","810","1","n/e","397","n/e","n/e","n/e","854","n/e","n/e","2661","66","44","n/e","35","n/e","89"
"BZN|FI","23.04.2017 11:00 - 23.04.2017 12:00 (CET/CEST)","798","n/e","n/e","433","814","1","n/e","392","n/e","n/e","n/e","927","n/e","n/e","2660","65","44","n/e","35","n/e","84"
"BZN|FI","23.04.2017 12:00 - 23.04.2017 13:00 (CET/CEST)","800","n/e","n/e","426","812","1","n/e","390","n/e","n/e","n/e","947","n/e","n/e","2660","64","43","n/e","35","n/e","100"
"BZN|FI","23.04.2017 13:00 - 23.04.2017 14:00 (CET/CEST)","795","n/e","n/e","419","809","1","n/e","388","n/e","n/e","n/e","903","n/e","n/e","2661","64","45","n/e","35","n/e","101"
"BZN|FI","23.04.2017 14:00 - 23.04.2017 15:00 (CET/CEST)","805","n/e","n/e","421","796","1","n/e","390","n/e","n/e","n/e","863","n/e","n/e","2658","63","46","n/e","21","n/e","86"
"BZN|FI","23.04.2017 15:00 - 23.04.2017 16:00 (CET/CEST)","799","n/e","n/e","421","783","1","n/e","404","n/e","n/e","n/e","857","n/e","n/e","2368","62","46","n/e","17","n/e","71"
"BZN|FI","23.04.2017 16:00 - 23.04.2017 17:00 (CET/CEST)","811","n/e","n/e","417","778","1","n/e","405","n/e","n/e","n/e","865","n/e","n/e","1979","62","47","n/e","22","n/e","55"
"BZN|FI","23.04.2017 17:00 - 23.04.2017 18:00 (CET/CEST)","811","n/e","n/e","409","778","1","n/e","407","n/e","n/e","n/e","1029","n/e","n/e","1881","62","45","n/e","23","n/e","60"
